TÍTULO,FECHA,AUTOR,CONTENIDO,CATEGORÍA
Cierran el aeropuerto de Seúl por globos con basura norcoreanos,2024-06-26T09:51:57Z,"RT en Español
 , RT en Español","La operatividad del aeropuerto internacional de Incheon, en Corea del Sur, se ha visto interrumpida debido al lanzamiento masivo de globos cargados con basura desde territorio norcoreano, informa Yon… [+2083 chars]",Internacional
Ya hay un equipo en la 'pole position' para llevarse a Iker Bravo,2024-06-26T07:28:01Z,Mario Calderón Castaño,El futuro de Iker Bravo (19 años) después de dos años de cesión en las categorías inferiores del RealMadrid es todavía una incógnita. El pasado mes de mayo se supo que el conjunto blanco no iba a aco… [+1213 chars],Internacional
"El padre de Son Heung-min, acusado de abuso y malos tratos a un alumno",2024-06-26T08:12:08Z,Agencias Genérico,"El padre de la estrella del Tottenham, Son Heung-min, y los entrenadores de su centro de entrenamiento en Corea del Sur son objeto de una denuncia por malos tratos, presentada por la familia de un es… [+1690 chars]",Internacional
Oficial: Cedric ficha por dos temporadas por el Cartagena,2024-06-26T16:11:27Z,EFE EFE,"El delantero camerunés nacionalizado español Cedric Teguía, ex del Atlético de Madrid, ha alcanzado un acuerdo con el FC Cartagena para jugar las dos próximas temporadas en el conjunto cartagenero, d… [+1314 chars]",Internacional
Dabiz Muñoz diseña nuevas hamburguesas exclusivas para Burger King Francia,2024-06-26T10:15:10Z,Mar Gavilán y Javier Muniesa,"Desde esta semana y hasta el próximo 29 de julio, los clientes de Burger King Francia van a poder disfrutar de tres nuevas hamburguesas creadas por el reconocido chef español Dabiz Muñoz, cocinero qu… [+2510 chars]",Internacional
Eurnekián quiere quedarse con el aeropuerto Silvio Pettirossi de Asunción,2024-06-26T15:00:45Z,Martín Boerr,"Somos muy optimistas de poder invertir en Paraguay en el aeropuerto Pettirossi, esperamos que el gobierno decida cuál va a ser el marco regulatorio y cuál va a ser el esquema de licitación para poder… [+4520 chars]",Internacional
"Casi 4,5 millones de españoles toma ansiolíticos a diario: el 'canal del flujo' que te ayudará a comprender mejor la ansiedad, protagonista de 'Inside Out 2'",2024-06-26T10:00:53Z,Joaquín Vico Plaza,"Mihály Csíkszentmihályi escribió a principios de la década de 1990 ""Fluir (Flow): Una psicología de la felicidad"" sin saber que se convertiría en una obra de arte. Este libro ha sido reeditado y todo… [+7281 chars]",Internacional
El Gobierno de Bolivia denuncia un golpe de Estado del Ejército,2024-06-26T20:08:00Z,La Voz,Varios tanques y militares fuertemente armados ocuparon este miércoles la plaza frente a la sede del Ejecutivo de Bolivia. Uno de los tanques tiró las puertas de la sede del Gobierno y entró al inter… [+2815 chars],Internacional
Militares da Bolívia invadem palácio presidencial; Evo fala em golpe,2024-06-26T20:49:17Z,"AFP, AFP","Tropas e tanques das Forças Armadas da Bolívia
foram deslocados e invadiram, nesta quarta-feira (26), a sede do governo boliviano em La Paz
, na Plaza Murillo, e tentaram derrubar uma porta do palá… [+1502 chars]",Internacional
Rechazo internacional al «quebrantamiento del orden constitucional legítimo en Bolivia»,2024-06-26T21:01:39Z,(abc),La Organización de Estados Americanos (OEA) ha afirmado este miércoles tras conocer el movimiento irregulares de militares denunciado por el presidente Luis Arce que «no tolerará ninguna forma de que… [+2571 chars],Internacional
Sixto Sánchez Lorenzo y Angélica Yuste ganan los Premios de Novela Ateneo,2024-06-26T22:10:40Z,(abc),"Los escritores Sixto Sánchez Lorenzo y Angélica Yuste han resultado ganadores de los Premios de Novela Ateneo y Ateneo Joven de Sevilla 2024 por sus obras 'Sonata del diablo' y 'Mareas de aceite', re… [+4829 chars]",Internacional
"El expresidente de Honduras, Juan Orlando Hernández, condenado a 45 años de cárcel en EE.UU. por narcotráfico",2024-06-26T17:23:53Z,(abc),"El expresidente hondureño Juan Orlando Hernández fue condenado el miércoles por un juez estadounidense a 45 años de prisión por su condena por delitos de drogas y armas de fuego.En marzo, un jurado d… [+2625 chars]",Internacional
Beber café compensa los perjuicios de uno de los hábitos más comunes en España,2024-06-26T14:57:33Z,Azucena Martín,"Los beneficios del caféson bastante conocidos, igual que lo son los perjuicios del sedentarismo. ¿Pero y si los primeros compensaran los segundos? Puede parecer una exageración, pero esa es justament… [+3964 chars]",España
España necesita almacenar su enorme excedente de energía renovable y las eléctricas tienen claro dónde: los pantanos,2024-06-26T17:00:45Z,Matías S. Zavia,Hay tanta capacidad de renovables en España que cada vez se desperdicia más energía por no tener dónde almacenar el excedente. Convertir los pantanos en gigantescas baterías hidroeléctricas es la opc… [+2650 chars],España
Apple lanza el diagnóstico para las reparaciones de autoservicio en Europa y refuerza su compromiso con la durabilidad,2024-06-26T13:01:08Z,Rubén Chicharro,"La herramienta de diagnóstico de Apple para las reparaciones de autoservicio, que llegó el pasado mes de diciembre a Estados Unidos, ya está disponible en Europa. La compañía, en concreto, ha activad… [+2936 chars]",España
"Grecia arranca su ley que permite a las empresas exigir 48 horas de trabajo semanal, con una disputa abierta con Yolanda Díaz",2024-06-26T11:27:59Z,Bárbara Bécares,"A partir del lunes día 1 de julio, muchas empresas podrán pedir a sus empleados que trabajen un día más, hasta un máximo de seis a la semana, lo que se traduce a 48 horas semanales en vez de 40. Cabe… [+2998 chars]",España
"‘Proace Solidaria’, para ayudar a todos los afectados de la guerra contra Ucrania",2024-06-26T15:54:42Z,José Manuel González Torres,"Toyota España ha llevado a cabo, un año más, la acción Proace Solidaria, que consiste en llenar la zona de carga de una Toyota Proace con alimentos donados por los trabajadores de ONE TOYOTA (Toyota … [+2792 chars]",España
Hay tanta renovable en España que a veces el precio de la electricidad baja a casi cero. Estas webs te dicen cuándo ocurre,2024-06-26T15:00:42Z,José Alberto Lizana,"España no cesa en su trabajo de avanzar en materia de instalación de sistemas de generación de energía renovable, tanto eólica como solar. Tal ha sido el despliegue que ha superado incluso a la capac… [+2968 chars]",España
Amazon se lanza a la yugular de AliExpress con un nuevo servicio de «productos con descuento»,2024-06-26T20:40:00Z,Luis Miranda,Amazon estaría por lanzar una nueva sección de productos baratos para competir con Temu y AliExpress. Un rumor menciona que el gigante del comercio electrónico ofrecerá productos con descuentos envia… [+2830 chars],España
"""León solo"": la receta económica y regionalista que aviva el independentismo leonés frente a Castilla",2024-06-26T16:58:07Z,Alejandro Alcolea,El cisma de las clarisas de Burgos no es la única declaración de independencia estos días en Castilla y León. El motivo es que la Diputación Provincial ha cogido el testigo de algunos ayuntamientos d… [+4939 chars],España
El nuevo lujo es que las mansiones pasen inadvertidas y sean sostenibles: por eso cuestan 10 millones de euros,2024-06-26T17:16:38Z,Rubén Andrés,"A estas alturas del año, con el calor llamando a las puertas, muchos considerarán un lujo cualquier construcción que incluya una piscina entre su equipamiento. Sin embargo, el verdadero lujo en auge … [+3693 chars]",España
Lo mejor y lo peor de España en la Eurocopa,2024-06-26T09:22:50Z,J.L. ALLEGUE y J. ARROYO,"Es difícil pensar que la fase de grupos que ha hecho la selección española en la Eurocopa pudiera haber sido mejor. Tres victorias ante Croacia, Italia y Albania; cinco goles a favor; portería a cero… [+2747 chars]",España
"Avianca, GOL y Volotea se unen para optar a rutas que dejará Air Europa",2024-06-26T17:39:21Z,wicho@microsiervos.com (Wicho),"Por @Wicho 26 de Junio de 2024
Un Boeing 737 de Air Europa aterrizando en Ámsterdam, una imagen que quizás no tarde mucho en ser del pasado Wicho
El escollo más grande para que la Comisión Europea … [+1089 chars]",España
"El final de ‘The Acolyte’ 1×05, explicado: ¿Cómo afecta la matanza al canon de Star Wars?",2024-06-26T18:23:20Z,Gonzalo Franco,El quinto episodio de The Acolyte prometía acción y adrenalina y eso es lo que ha ofrecido. La nueva serie de Star Wars ha mostrado al fin brutales batallas de sables láser a cargo de su gran villano… [+3966 chars],España
‘The Acolyte’ 1×05 desvela quién es el nuevo Sith de Star Wars,2024-06-26T13:32:03Z,Gonzalo Franco,"El quinto episodio de The Acolyte al fin ha visto la luz. Y en él, la serie de Star Wars ha dado respuesta al gran misterio que los fans llevaban semanas tratando de averiguar. Desde el primer episod… [+5041 chars]",España
"La historia real detrás de ‘Clanes’, el nuevo éxito de Netflix con firma española",2024-06-26T08:21:54Z,Aglaia Berlutti,"Clanes llegó al catálogo de Netflix para sorprender. No solo por haberse convertido en un éxito casi desde el mismo día de su estreno. A la vez, porque el guion de Jorge Guerricaechevarría, que tambi… [+3925 chars]",España
"Adiós tostadora, con este sencillo truco que triunfa en España haremos tostadas para toda la familia de una vez",2024-06-26T12:30:56Z,Alicia González,¿Como se hacen las tostadas normalmente? Pues fácil: con una tostadora. Pero ¿Como podemos hacer hasta ocho tostadas a la vez sin tostadoras tamaño industrial o el horno? Tambien es una respuesta fác… [+1299 chars],España
Una incapaz Bélgica se va también al 'cuadro de la muerte' y se enfrentará a Francia en octavos,2024-06-26T18:04:09Z,Abraham P. Romero,"El 'cuadro de la muerte' de la Eurocopa tiene un nuevo invitado. La Bélgica de De Bruyne, Lukaku y compañía ha empatado contra Ucrania (0-0), ha terminado segunda de su grupo y se enfrentará a Franci… [+3897 chars]",España
Ryanair anuncia que no aceptará tarjetas de embarque en tu iPhone en estos tres aeropuertos. Y el check-in puede salir caro,2024-06-26T07:01:16Z,Álvaro García M.,"Ryanair se ha convertido en una de las aerolíneas más usadas en países como España por sus precios. Sin embargo, tiene algunas diferencias esenciales respecto a otras y que son las que precisamente l… [+2574 chars]",España
El cáncer se convierte por primera vez en la principal causa de muerte en España,2024-06-26T10:30:04Z,Gabriela Galarza,"El cáncer se ha convertido por primera vez en la primera causa de fallecimiento en nuestro país. En 2023, murieron 115.013 personas por algún tipo de tumor, lo que representa el 26,55% de todos los d… [+1810 chars]",España
«Samsung Mansions»: la marca presenta una inmobiliaria de televisores en España,2024-06-26T09:42:12Z,Fabiana Seara,"Samsung se adentra con su nueva campaña en el mundo del Real Estate, ofreciendo mansiones a medida para sus nuevos televisores.Todos conocen a Samsung por sus móviles y sus televisores inteligentes, … [+1805 chars]",España
"Cubarsí, Fermín y Eric García, en la prelista de Santi Denia para los Juegos Olímpicos",2024-06-26T10:56:52Z,Efe,"Los barcelonistas Pau Cubarsí, descartado a última hora para la Eurocopa, así cómo Fermín López, que juega con España la competición continental, y Eric García, que regresará al Barcelona tras su ces… [+2532 chars]",España
"Guía para entender la 'ITV de los ascensores' que arranca el 1 de julio: requisitos, plazos y costes",2024-06-26T03:12:26Z,Carla Pérez del Río,"Usar el ascensor, una acción de lo más cotidiana que podría estar a punto de cambiar a partir de este 1 de julio, momento en el que entrará en vigor la nueva normativa que marcará nuevas pautas en la… [+7469 chars]",España
El aliado de los voluntarios de Cruz Roja,2024-06-26T21:50:00Z,José Manuel González Torres,"Con un diseño diferente, su tecnología 100% eléctrica, su vocación por lo esencial, su confort, su personalización a la carta y la posibilidad de conducirlo sin necesidad de contar con un permiso de … [+1958 chars]",España
"Georgia, rival de España en los octavos de final de la Eurocopa: estos son todos los cruces",2024-06-26T20:55:43Z,Abraham P. Romero,España se medirá a Georgia en los octavos de final de la Eurocopa. La sorprendente victoria de los georgianos sobre una Portugal llena de suplentes (2-0) les ha dado el pase a la ronda de eliminatori… [+1751 chars],España
Encuesta MARCA: ¿Cuántas medallas ganará España en los Juegos Olímpicos de París?,2024-06-26T14:37:12Z,TOMÁS CAMPOS,"La presentación de los abanderados españoles para la ceremonia de inauguración de los Juegos de París, Támara Echegoyen y Marcus Cooper Walz, sirvió también para dar a conocer el equipo que participa… [+3306 chars]",España
